iteration,puzzle_id,method,best_move_score,move_score
26,78,Random,471,23
27,78,Random,471,-17
28,78,Random,471,-621
29,78,Random,471,82
30,78,Random,471,-69
31,78,Random,471,-23
32,78,Random,471,61
33,78,Random,471,-22
34,78,Random,471,89
35,78,Random,471,82
36,78,Random,471,-112
37,78,Random,471,-101
38,78,Random,471,125
39,78,Random,471,-39
40,78,Random,471,1
41,78,Random,471,161
42,78,Random,471,-621
43,78,Random,471,3
44,78,Random,471,125
45,78,Random,471,39
46,78,Random,471,61
47,78,Random,471,36
48,78,Random,471,82
49,78,Random,471,61
0,79,Random,578,210
1,79,Random,578,-638
2,79,Random,578,80
3,79,Random,578,161
4,79,Random,578,161
5,79,Random,578,71
6,79,Random,578,47
7,79,Random,578,113
8,79,Random,578,107
9,79,Random,578,137
10,79,Random,578,47
11,79,Random,578,144
12,79,Random,578,126
13,79,Random,578,71
14,79,Random,578,-5
15,79,Random,578,215
16,79,Random,578,115
17,79,Random,578,161
18,79,Random,578,97
19,79,Random,578,214
20,79,Random,578,202
21,79,Random,578,83
22,79,Random,578,-638
23,79,Random,578,-410
24,79,Random,578,210
25,79,Random,578,210
26,79,Random,578,162
27,79,Random,578,126
28,79,Random,578,134
29,79,Random,578,186
30,79,Random,578,60
31,79,Random,578,238
32,79,Random,578,173
33,79,Random,578,47
34,79,Random,578,161
35,79,Random,578,186
36,79,Random,578,35
37,79,Random,578,82
38,79,Random,578,260
39,79,Random,578,215
40,79,Random,578,137
41,79,Random,578,210
42,79,Random,578,134
43,79,Random,578,214
44,79,Random,578,260
45,79,Random,578,209
46,79,Random,578,173
47,79,Random,578,106
48,79,Random,578,186
49,79,Random,578,173
0,80,Random,571,200
1,80,Random,571,-556
2,80,Random,571,229
3,80,Random,571,247
4,80,Random,571,247
5,80,Random,571,58
6,80,Random,571,76
7,80,Random,571,424
8,80,Random,571,438
9,80,Random,571,221
10,80,Random,571,76
11,80,Random,571,283
12,80,Random,571,258
13,80,Random,571,58
14,80,Random,571,142
15,80,Random,571,120
16,80,Random,571,288
17,80,Random,571,263
18,80,Random,571,6
19,80,Random,571,139
20,80,Random,571,214
21,80,Random,571,225
22,80,Random,571,-556
23,80,Random,571,-82
24,80,Random,571,200
25,80,Random,571,200
26,80,Random,571,436
27,80,Random,571,258
28,80,Random,571,-69
29,80,Random,571,269
30,80,Random,571,163
31,80,Random,571,184
32,80,Random,571,259
33,80,Random,571,76
34,80,Random,571,263
35,80,Random,571,269
36,80,Random,571,28
37,80,Random,571,-4
38,80,Random,571,226
39,80,Random,571,120
40,80,Random,571,221
41,80,Random,571,200
42,80,Random,571,-69
43,80,Random,571,139
44,80,Random,571,226
45,80,Random,571,266
46,80,Random,571,259
47,80,Random,571,309
48,80,Random,571,269
49,80,Random,571,259
0,81,Random,209,163
1,81,Random,209,-685
2,81,Random,209,70
3,81,Random,209,59
4,81,Random,209,59
5,81,Random,209,-312
6,81,Random,209,43
7,81,Random,209,41
8,81,Random,209,41
9,81,Random,209,63
10,81,Random,209,43
11,81,Random,209,82
12,81,Random,209,-1
13,81,Random,209,-312
14,81,Random,209,-5
15,81,Random,209,61
16,81,Random,209,46
17,81,Random,209,83
18,81,Random,209,39
19,81,Random,209,47
20,81,Random,209,-656
21,81,Random,209,-5
22,81,Random,209,-685
23,81,Random,209,56
24,81,Random,209,163
25,81,Random,209,163
26,81,Random,209,76
27,81,Random,209,-1
28,81,Random,209,4
29,81,Random,209,5
30,81,Random,209,-17
31,81,Random,209,26
32,81,Random,209,79
33,81,Random,209,43
34,81,Random,209,83
35,81,Random,209,5
36,81,Random,209,107
37,81,Random,209,-49
38,81,Random,209,33
39,81,Random,209,61
40,81,Random,209,63
41,81,Random,209,163
42,81,Random,209,4
43,81,Random,209,47
44,81,Random,209,33
45,81,Random,209,99
46,81,Random,209,79
47,81,Random,209,60
48,81,Random,209,5
49,81,Random,209,79
0,82,Random,143,-22
1,82,Random,143,-702
2,82,Random,143,25
3,82,Random,143,-27
4,82,Random,143,-27
5,82,Random,143,-490
6,82,Random,143,-181
7,82,Random,143,1
8,82,Random,143,-21
9,82,Random,143,-22
10,82,Random,143,-40
11,82,Random,143,-5
12,82,Random,143,71
13,82,Random,143,-490
14,82,Random,143,-322
15,82,Random,143,-11
16,82,Random,143,-82
17,82,Random,143,57
18,82,Random,143,9
19,82,Random,143,-40
20,82,Random,143,-680
21,82,Random,143,-45
22,82,Random,143,-702
23,82,Random,143,-464
24,82,Random,143,-22
25,82,Random,143,-22
26,82,Random,143,13
27,82,Random,143,71
28,82,Random,143,-153
29,82,Random,143,94
30,82,Random,143,-50
31,82,Random,143,-42
32,82,Random,143,112
33,82,Random,143,-45
34,82,Random,143,57
35,82,Random,143,94
36,82,Random,143,164
37,82,Random,143,-181
38,82,Random,143,89
39,82,Random,143,-11
40,82,Random,143,-22
41,82,Random,143,-22
42,82,Random,143,-153
43,82,Random,143,-40
44,82,Random,143,89
45,82,Random,143,10
46,82,Random,143,112
47,82,Random,143,57
48,82,Random,143,94
49,82,Random,143,112
0,83,Random,621,222
1,83,Random,621,-602
2,83,Random,621,195
3,83,Random,621,221
4,83,Random,621,221
5,83,Random,621,31
6,83,Random,621,165
7,83,Random,621,233
8,83,Random,621,198
9,83,Random,621,254
10,83,Random,621,165
11,83,Random,621,-29
12,83,Random,621,211
13,83,Random,621,31
14,83,Random,621,26
15,83,Random,621,216
16,83,Random,621,206
17,83,Random,621,241
18,83,Random,621,178
19,83,Random,621,208
20,83,Random,621,240
21,83,Random,621,147
22,83,Random,621,-602
23,83,Random,621,-361
24,83,Random,621,222
25,83,Random,621,222
26,83,Random,621,217
27,83,Random,621,211
28,83,Random,621,88
29,83,Random,621,210
30,83,Random,621,191
31,83,Random,621,167
32,83,Random,621,273
33,83,Random,621,165
34,83,Random,621,241
35,83,Random,621,210
36,83,Random,621,143
37,83,Random,621,109
38,83,Random,621,621
39,83,Random,621,216
40,83,Random,621,254
41,83,Random,621,222
42,83,Random,621,88
43,83,Random,621,208
44,83,Random,621,621
45,83,Random,621,216
46,83,Random,621,273
47,83,Random,621,270
48,83,Random,621,210
49,83,Random,621,273
0,84,Random,194,73
1,84,Random,194,-688
2,84,Random,194,45
3,84,Random,194,-653
4,84,Random,194,-653
5,84,Random,194,-279
6,84,Random,194,21
7,84,Random,194,37
8,84,Random,194,20
9,84,Random,194,55
10,84,Random,194,21
11,84,Random,194,194
12,84,Random,194,31
13,84,Random,194,-279
14,84,Random,194,-113
15,84,Random,194,-40
16,84,Random,194,35
17,84,Random,194,42
18,84,Random,194,-572
19,84,Random,194,73
20,84,Random,194,-719
21,84,Random,194,116
22,84,Random,194,-688
23,84,Random,194,75
24,84,Random,194,73
25,84,Random,194,73
26,84,Random,194,35
27,84,Random,194,31
28,84,Random,194,-15
29,84,Random,194,116
30,84,Random,194,69
31,84,Random,194,43
32,84,Random,194,60
33,84,Random,194,21
34,84,Random,194,42
35,84,Random,194,116
36,84,Random,194,106
37,84,Random,194,74
38,84,Random,194,32
39,84,Random,194,-40
40,84,Random,194,55
41,84,Random,194,73
42,84,Random,194,-15
43,84,Random,194,73
44,84,Random,194,32
45,84,Random,194,57
46,84,Random,194,60
47,84,Random,194,37
48,84,Random,194,116
49,84,Random,194,60
0,85,Random,207,77
1,85,Random,207,-713
2,85,Random,207,105
3,85,Random,207,71
4,85,Random,207,71
5,85,Random,207,-326
6,85,Random,207,41
7,85,Random,207,43
8,85,Random,207,40
9,85,Random,207,84
10,85,Random,207,41
11,85,Random,207,101
12,85,Random,207,62
13,85,Random,207,-326
14,85,Random,207,-175
15,85,Random,207,-38
16,85,Random,207,39
17,85,Random,207,71
18,85,Random,207,23
19,85,Random,207,-2
20,85,Random,207,-718
21,85,Random,207,35
22,85,Random,207,-713
23,85,Random,207,61
24,85,Random,207,77
25,85,Random,207,77
26,85,Random,207,62
27,85,Random,207,62
28,85,Random,207,14
29,85,Random,207,3
30,85,Random,207,68
31,85,Random,207,64
32,85,Random,207,73
33,85,Random,207,41
34,85,Random,207,71
35,85,Random,207,3
36,85,Random,207,90
37,85,Random,207,130
38,85,Random,207,20
39,85,Random,207,-38
40,85,Random,207,84
41,85,Random,207,77
42,85,Random,207,14
43,85,Random,207,-2
44,85,Random,207,20
45,85,Random,207,79
46,85,Random,207,73
47,85,Random,207,67
48,85,Random,207,3
49,85,Random,207,73
0,86,Random,593,289
1,86,Random,593,-699
2,86,Random,593,305
3,86,Random,593,240
4,86,Random,593,240
5,86,Random,593,-77
6,86,Random,593,248
7,86,Random,593,283
8,86,Random,593,82
9,86,Random,593,244
10,86,Random,593,248
11,86,Random,593,261
12,86,Random,593,274
13,86,Random,593,-77
14,86,Random,593,54
15,86,Random,593,98
16,86,Random,593,200
17,86,Random,593,279
18,86,Random,593,85
19,86,Random,593,266
20,86,Random,593,593
21,86,Random,593,65
22,86,Random,593,-699
23,86,Random,593,319
24,86,Random,593,289
25,86,Random,593,289
26,86,Random,593,269
27,86,Random,593,274
28,86,Random,593,49
29,86,Random,593,182
30,86,Random,593,234
31,86,Random,593,241
32,86,Random,593,295
33,86,Random,593,248
34,86,Random,593,279
35,86,Random,593,182
36,86,Random,593,159
37,86,Random,593,78
38,86,Random,593,115
39,86,Random,593,98
40,86,Random,593,244
41,86,Random,593,289
42,86,Random,593,49
43,86,Random,593,266
44,86,Random,593,115
45,86,Random,593,249
46,86,Random,593,295
47,86,Random,593,266
48,86,Random,593,182
49,86,Random,593,295
0,87,Random,254,201
1,87,Random,254,-588
2,87,Random,254,120
3,87,Random,254,96
4,87,Random,254,96
5,87,Random,254,-315
6,87,Random,254,81
7,87,Random,254,99
8,87,Random,254,49
9,87,Random,254,98
10,87,Random,254,81
11,87,Random,254,140
12,87,Random,254,33
13,87,Random,254,-315
14,87,Random,254,13
15,87,Random,254,78
16,87,Random,254,70
17,87,Random,254,105
18,87,Random,254,75
19,87,Random,254,99
20,87,Random,254,-674
21,87,Random,254,65
22,87,Random,254,-588
23,87,Random,254,122
24,87,Random,254,201
25,87,Random,254,201
26,87,Random,254,103
27,87,Random,254,33
28,87,Random,254,60
29,87,Random,254,76
30,87,Random,254,31
31,87,Random,254,93
32,87,Random,254,117
33,87,Random,254,81
34,87,Random,254,105
35,87,Random,254,76
36,87,Random,254,150
37,87,Random,254,-37
38,87,Random,254,92
39,87,Random,254,78
40,87,Random,254,98
41,87,Random,254,201
42,87,Random,254,60
43,87,Random,254,99
44,87,Random,254,92
45,87,Random,254,86
46,87,Random,254,117
47,87,Random,254,100
48,87,Random,254,76
49,87,Random,254,117
0,88,Random,656,190
1,88,Random,656,-685
2,88,Random,656,-272
3,88,Random,656,208
4,88,Random,656,208
5,88,Random,656,96
6,88,Random,656,157
7,88,Random,656,240
8,88,Random,656,180
9,88,Random,656,495
10,88,Random,656,157
11,88,Random,656,177
12,88,Random,656,62
13,88,Random,656,96
14,88,Random,656,20
15,88,Random,656,212
16,88,Random,656,219
17,88,Random,656,251
18,88,Random,656,208
19,88,Random,656,224
20,88,Random,656,-557
21,88,Random,656,232
22,88,Random,656,-685
23,88,Random,656,471
24,88,Random,656,190
25,88,Random,656,190
26,88,Random,656,207
27,88,Random,656,62
28,88,Random,656,185
29,88,Random,656,180
30,88,Random,656,8
31,88,Random,656,656
32,88,Random,656,-102
33,88,Random,656,157
34,88,Random,656,251
35,88,Random,656,180
36,88,Random,656,312
37,88,Random,656,4
38,88,Random,656,565
39,88,Random,656,212
40,88,Random,656,495
41,88,Random,656,190
42,88,Random,656,185
43,88,Random,656,224
44,88,Random,656,565
45,88,Random,656,221
46,88,Random,656,-102
47,88,Random,656,205
48,88,Random,656,180
49,88,Random,656,-102
0,89,Random,208,35
1,89,Random,208,-726
2,89,Random,208,12
3,89,Random,208,-203
4,89,Random,208,-203
5,89,Random,208,-392
6,89,Random,208,12
7,89,Random,208,5
8,89,Random,208,18
9,89,Random,208,75
10,89,Random,208,12
11,89,Random,208,74
12,89,Random,208,-25
13,89,Random,208,-392
14,89,Random,208,-258
15,89,Random,208,-204
16,89,Random,208,21
17,89,Random,208,38
18,89,Random,208,-31
19,89,Random,208,15
20,89,Random,208,-746
21,89,Random,208,-217
22,89,Random,208,-726
23,89,Random,208,52
24,89,Random,208,35
25,89,Random,208,35
26,89,Random,208,-193
27,89,Random,208,-25
28,89,Random,208,-218
29,89,Random,208,-86
30,89,Random,208,13
31,89,Random,208,-65
32,89,Random,208,76
33,89,Random,208,12
34,89,Random,208,38
35,89,Random,208,-86
36,89,Random,208,60
37,89,Random,208,83
38,89,Random,208,38
39,89,Random,208,-204
40,89,Random,208,75
41,89,Random,208,35
42,89,Random,208,-218
43,89,Random,208,15
44,89,Random,208,38
45,89,Random,208,42
46,89,Random,208,76
47,89,Random,208,26
48,89,Random,208,-86
49,89,Random,208,76
0,90,Random,594,-11
1,90,Random,594,-506
2,90,Random,594,-541
3,90,Random,594,-535
4,90,Random,594,-535
5,90,Random,594,-490
6,90,Random,594,-586
7,90,Random,594,-562
8,90,Random,594,-637
9,90,Random,594,87
10,90,Random,594,90
11,90,Random,594,-612
12,90,Random,594,-603
13,90,Random,594,-490
14,90,Random,594,594
15,90,Random,594,48
16,90,Random,594,483
17,90,Random,594,-583
18,90,Random,594,-536
19,90,Random,594,90
20,90,Random,594,36
21,90,Random,594,35
22,90,Random,594,-506
23,90,Random,594,-567
24,90,Random,594,-11
25,90,Random,594,-11
26,90,Random,594,53
27,90,Random,594,-603
28,90,Random,594,-727
29,90,Random,594,-514
30,90,Random,594,-594
31,90,Random,594,-554
32,90,Random,594,73
33,90,Random,594,35
34,90,Random,594,-583
35,90,Random,594,-514
36,90,Random,594,-596
37,90,Random,594,-586
38,90,Random,594,-451
39,90,Random,594,48
40,90,Random,594,87
41,90,Random,594,-11
42,90,Random,594,-727
43,90,Random,594,90
44,90,Random,594,-451
45,90,Random,594,-540
46,90,Random,594,73
47,90,Random,594,97
48,90,Random,594,-514
49,90,Random,594,73
0,91,Random,546,38
1,91,Random,546,-657
2,91,Random,546,546
3,91,Random,546,-118
4,91,Random,546,-118
5,91,Random,546,-84
6,91,Random,546,-156
7,91,Random,546,-116
8,91,Random,546,-623
9,91,Random,546,-67
10,91,Random,546,-156
11,91,Random,546,-65
12,91,Random,546,-154
13,91,Random,546,-84
14,91,Random,546,-193
15,91,Random,546,-104
16,91,Random,546,-138
17,91,Random,546,-62
18,91,Random,546,-133
19,91,Random,546,-95
20,91,Random,546,408
21,91,Random,546,-153
22,91,Random,546,-657
23,91,Random,546,-52
24,91,Random,546,38
25,91,Random,546,38
26,91,Random,546,-85
27,91,Random,546,-154
28,91,Random,546,-157
29,91,Random,546,-171
30,91,Random,546,-129
31,91,Random,546,-169
32,91,Random,546,-67
33,91,Random,546,-156
34,91,Random,546,-62
35,91,Random,546,-171
36,91,Random,546,-49
37,91,Random,546,-60
38,91,Random,546,385
39,91,Random,546,-104
40,91,Random,546,-67
41,91,Random,546,38
42,91,Random,546,-157
43,91,Random,546,-95
44,91,Random,546,385
45,91,Random,546,-81
46,91,Random,546,-67
47,91,Random,546,-127
48,91,Random,546,-171
49,91,Random,546,-67
0,92,Random,346,275
1,92,Random,346,170
2,92,Random,346,191
3,92,Random,346,160
4,92,Random,346,160
5,92,Random,346,-120
6,92,Random,346,157
7,92,Random,346,193
8,92,Random,346,157
9,92,Random,346,159
10,92,Random,346,157
11,92,Random,346,195
12,92,Random,346,126
13,92,Random,346,-120
14,92,Random,346,102
15,92,Random,346,143
16,92,Random,346,193
17,92,Random,346,179
18,92,Random,346,140
19,92,Random,346,168
20,92,Random,346,-622
21,92,Random,346,215
22,92,Random,346,170
23,92,Random,346,224
24,92,Random,346,275
25,92,Random,346,275
26,92,Random,346,258
27,92,Random,346,126
28,92,Random,346,212
29,92,Random,346,174
30,92,Random,346,136
31,92,Random,346,235
32,92,Random,346,205
33,92,Random,346,157
34,92,Random,346,179
35,92,Random,346,174
36,92,Random,346,365
37,92,Random,346,99
38,92,Random,346,173
39,92,Random,346,143
40,92,Random,346,159
41,92,Random,346,275
42,92,Random,346,212
43,92,Random,346,168
44,92,Random,346,173
45,92,Random,346,213
46,92,Random,346,205
47,92,Random,346,194
48,92,Random,346,174
49,92,Random,346,205
0,93,Random,253,218
1,93,Random,253,49
2,93,Random,253,91
3,93,Random,253,89
4,93,Random,253,89
5,93,Random,253,-369
6,93,Random,253,52
7,93,Random,253,84
8,93,Random,253,69
9,93,Random,253,105
10,93,Random,253,52
11,93,Random,253,86
12,93,Random,253,46
13,93,Random,253,-369
14,93,Random,253,-18
15,93,Random,253,60
16,93,Random,253,52
17,93,Random,253,73
18,93,Random,253,59
19,93,Random,253,97
20,93,Random,253,59
21,93,Random,253,37
22,93,Random,253,49
23,93,Random,253,85
24,93,Random,253,218
25,93,Random,253,218
26,93,Random,253,104
27,93,Random,253,46
28,93,Random,253,35
29,93,Random,253,39
30,93,Random,253,62
31,93,Random,253,59
32,93,Random,253,109
33,93,Random,253,52
34,93,Random,253,73
35,93,Random,253,39
36,93,Random,253,137
37,93,Random,253,-51
38,93,Random,253,50
39,93,Random,253,60
40,93,Random,253,105
41,93,Random,253,218
42,93,Random,253,35
43,93,Random,253,97
44,93,Random,253,50
45,93,Random,253,93
46,93,Random,253,109
47,93,Random,253,61
48,93,Random,253,39
49,93,Random,253,109
0,94,Random,197,151
1,94,Random,197,-687
2,94,Random,197,36
3,94,Random,197,-17
4,94,Random,197,-17
5,94,Random,197,-460
6,94,Random,197,-41
7,94,Random,197,11
8,94,Random,197,-21
9,94,Random,197,71
10,94,Random,197,-41
11,94,Random,197,197
12,94,Random,197,-8
13,94,Random,197,-460
14,94,Random,197,-98
15,94,Random,197,-42
16,94,Random,197,4
17,94,Random,197,8
18,94,Random,197,-10
19,94,Random,197,3
20,94,Random,197,-764
21,94,Random,197,-48
22,94,Random,197,-687
23,94,Random,197,8
24,94,Random,197,151
25,94,Random,197,151
26,94,Random,197,1
27,94,Random,197,-8
28,94,Random,197,-682
29,94,Random,197,-55
30,94,Random,197,53
31,94,Random,197,-19
32,94,Random,197,72
33,94,Random,197,-41
34,94,Random,197,8
35,94,Random,197,-55
36,94,Random,197,67
37,94,Random,197,52
38,94,Random,197,58
39,94,Random,197,-42
40,94,Random,197,71
41,94,Random,197,151
42,94,Random,197,-682
43,94,Random,197,3
44,94,Random,197,58
45,94,Random,197,50
46,94,Random,197,72
47,94,Random,197,38
48,94,Random,197,-55
49,94,Random,197,72
0,95,Random,312,217
1,95,Random,312,-681
2,95,Random,312,168
3,95,Random,312,211
4,95,Random,312,211
5,95,Random,312,-341
6,95,Random,312,134
7,95,Random,312,151
8,95,Random,312,142
9,95,Random,312,211
10,95,Random,312,134
11,95,Random,312,289
12,95,Random,312,163
13,95,Random,312,-341
14,95,Random,312,81
15,95,Random,312,114
16,95,Random,312,145
17,95,Random,312,181
18,95,Random,312,205
19,95,Random,312,165
20,95,Random,312,-690
21,95,Random,312,137
22,95,Random,312,-681
23,95,Random,312,157
24,95,Random,312,217
25,95,Random,312,217
26,95,Random,312,175
27,95,Random,312,163
28,95,Random,312,213
29,95,Random,312,103
30,95,Random,312,175
